disease_id	lncRNA_id
1527	14298 14901 14956 14989 14999 14999 14999 14999 14999 14999 14999 15003 15031 15031 15031 15031 15031 15031 15031 15089 15090 15127 15127 15173 15173 15190 15210 15454 15479 15508 15509 15509 15530 15530 15530 15530 15530 15530 15530 15530 15530 15582 15582 15594 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15913 15913 15929 15938 16104 16259 16288 16316 16443 16458 16458 16543 16633 16670 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16720 16724 16724 16724 16724 16736 16833 16833 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17145 17151 17151 17151 17151 17151 17151 17151 17151 17151 17151 17151 17151 17151 17151 17152 17152 17153 17154 17155 17155 17155 17157 17158 17159 17160 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17163 17166 17202 17205 17218 17219 17220 17222 17222 17222 17222 17222 17222 17222 17223 17237 17244 17244 17244 17244 17244 17244 17300 17301 17505 17505 17505 17505 17505 17505 17505 17505 17558 17563 17563 17576 17584 17594 17594 17597 17597 17597 17617 17642 17646 17648 17649 17657 17658 17666 17670 17700 17710 17710 17710 17728 17938 19144 19173 19173 19173 19173 19173 19173 19173 19173 19173 19199 19207 19207 19207 19442 19548 19586 19637 19851
1528	15031 19173
1529	15558 15558
1530	15906 17220 17220 17220 17220 17232 17232
1531	15499 16635 16665 17186 17563
1532	17698
1534	16724
1536	16833 17285 17728
1537	15911 17244
1538	14759 14769 14989 15001 15001 15080 15120 15121 15121 15121 15127 15179 15190 15522 15530 15539 15582 15911 15911 15911 15911 15911 15911 15911 15911 16104 16126 16184 16239 16259 16398 16464 16512 16625 16701 16701 16701 16701 16818 16819 16826 16829 16901 17135 17237 17244 17244 17259 17380 17494 17582 17631 17662 17709 17728 17849 18316 18597 18622 19173 19173 19173 19173 19833
1539	14284 14975 15003 15121 15143 15173 16239 16504 16514 16517 16518 16523 16524 16528 16535 16582 16586 16590 16593 16645 16701 16701 16701 16724 16778 16815 16885 16934 17135 17155 17557 17594 17728 19859
1540	16701 16701 16701 16701 17587
1541	14920 14920 14931 15001 15911 16701 16701 16724 16724
1542	14788 15137 15214 15360 16797 17003 17269 17269 19838
1543	14964 15269 15477 15582 15911 15911 16671 16701 17472 17573 18547 19173 19851 19851
1544	19186
1545	14986
1547	14257 14866 14916 15911 16226 17341 17349 17392 17403 17422 17457
1548	15152
1549	14715 14931 15128 15128 15128 15128 15128 15128 15128 15128 15151 15151 15151 15152 15152 15152 15152 15152 15152 15152 15152 15152 15152 15158 15590 15591 16158 16669 16736 16736 17704
1550	15048 15050
1551	14237 14479 14699 14880 14931 15457 15925 16104 16701 16736 16833 17477 19082
1552	15285 15326
1553	15060
1554	15582 15582 16730
1555	16854 16855 16871 16886 17661
1556	14361 15114 15937 16178 16418 16595 16806 16808 17651
1557	15173 16250 16733 17155
1558	15913 15913
1559	15080 15911
1560	16584 17498 17498 17498 17498
1561	14907 14907 14907 14907 14907 14907 14907 14907
1562	15162
1563	15911
1564	14601 14601 14929 14943 14963 14995 14995 14999 15003 15003 15003 15031 15260 15380 15380 15498 15582 15582 15582 15910 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 16255 16294 16294 16305 16330 16336 16603 16637 16701 16701 16701 16701 16833 17151 17180 17207 17266 17587 17587 17587 17588 17589 17594 17594 17594 17594 17594 17681 17681 17728 17728 17730 18409 19173 19173 19173 19763 19848
1565	14205 14206 14207 14208 14215 14215 14230 14249 14460 14490 14500 14500 14500 14527 14549 14575 14577 14582 14584 14613 14649 14649 14650 14653 14653 14655 14656 14657 14658 14659 14660 14668 14708 14754 14760 14832 14836 14849 14867 14873 14873 14908 14920 14924 14933 14934 14935 14939 14973 14974 14986 14986 14986 14989 14989 14995 14995 14999 15000 15001 15001 15001 15001 15001 15001 15001 15001 15001 15003 15003 15003 15003 15031 15031 15031 15031 15047 15080 15080 15080 15104 15106 15121 15121 15121 15121 15121 15121 15121 15121 15121 15121 15127 15127 15127 15131 15154 15165 15179 15182 15186 15190 15370 15379 15479 15480 15480 15480 15480 15481 15517 15518 15518 15526 15526 15527 15527 15527 15529 15529 15529 15529 15530 15530 15530 15530 15530 15530 15530 15530 15540 15540 15544 15544 15550 15550 15550 15550 15550 15550 15550 15564 15568 15580 15581 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15582 15586 15586 15587 15605 15905 15910 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15911 15913 15913 15913 15913 15913 15913 15916 15916 15917 15918 15929 15929 15929 15929 15929 15951 16084 16104 16115 16118 16130 16130 16132 16143 16156 16156 16156 16196 16210 16221 16223 16223 16223 16225 16243 16252 16262 16262 16265 16278 16294 16305 16316 16357 16371 16383 16427 16452 16452 16458 16464 16464 16510 16522 16538 16564 16564 16564 16564 16597 16615 16624 16628 16650 16651 16663 16692 16693 16694 16695 16696 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16701 16702 16702 16703 16710 16710 16719 16724 16724 16724 16724 16724 16724 16724 16736 16736 16753 16758 16758 16784 16790 16791 16801 16828 16833 16833 16833 16833 16901 17105 17135 17135 17151 17151 17151 17164 17222 17229 17237 17237 17237 17244 17244 17244 17244 17244 17244 17244 17244 17244 17244 17248 17266 17268 17270 17317 17327 17334 17394 17410 17411 17475 17487 17518 17520 17523 17542 17544 17556 17563 17566 17567 17568 17569 17572 17576 17576 17577 17578 17579 17587 17594 17594 17594 17610 17614 17616 17616 17616 17619 17635 17635 17664 17681 17681 17681 17681 17695 17706 17714 17728 17728 17728 17728 17730 17730 17730 17801 17938 18150 18468 19130 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19173 19196 19197 19206 19207 19207 19259 19650 19829 19848 19851 19851 19851 19851 19854 19857
1566	14997 16456 17664
1567	15031 15031 15031 15031 15031 15032 15033
1568	15031
1569	16736
1570	16725 16745 17587
1571	14778 16434 16701 16833 18046
1572	17711
1573	15530
1575	16701 16833
1576	14643 16436 16708 19173
1577	14943 17664
1578	16724 17594 19207
1579	15099 15604 15604 15604 16611 17387 17449
1581	15937
1582	14649 15031 15454 15530 15582 15582 15582 15911 15911 16164 16164 16614 16701 16701 16701 17135 17236 17236 17244 19173
1583	14265 14463 14487 15000 15070 15080 15098 15108 15193 15530 15534 15586 16158 16159 16564 16833 16834 16964 17231 17258 17375 17462 17989 19720 19856
1584	14989 16123 16769 16833 17338 17507
1585	16701
1586	15014
1587	14929 15470 16521 16534 16589 16589 16701 16701
1588	14649 15061 15121 15913 16223 16336 16344 16508 16539 16701 16701 16724 16724 16840 17161 17612 19173 19173
1589	15558 15930
1590	15031 15121 15127 15929 16701 16713 17269 17566
1592	15298 15911 16277 16464 16701 16886 17158 17643 19165 19822
1593	15582
1594	14485 15020 15021 16755
1595	17135
1596	15938 16724 16848 17244
1597	14920
1598	15026 15031 15031 15031 15031 15031 15031 15031 15031 15031 15039 15530 16158 16323 16519 16891 17172 17244 17244 17583 17831
1599	15499 15582 15937
1601	16701 16701 16701 17597 17597
1602	16701 16701
1603	15916 16701 17010 17118 17140 17265
1604	17680
1605	17680
1606	15143
1607	15484 17548 17759
1608	16701 16724
1609	16197 16197
